neighborhood,title,price,bedrooms,pid,sourcepage,link,date,sqft,longitude,latitude
san jose south,Consider Branham House your new home. Call for a tour today!,1875.0,1.0,4761881567,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761881567.html,2014-11-14 16:10,632.0,-121.90226799999999,37.253503
santa clara,Don't Miss Out On Luxury Living in the Heart of Rivermark!,2831.0,1.0,4761777639,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761777639.html,2014-11-14 16:09,880.0,-121.94438000000001,37.395664000000004
cupertino,"NEXT TO THE APPLE CAMPUS AND DEANZA, LUXURY LIVING AT THE BEST ADDRESS",2138.0,1.0,4761884956,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761884956.html,2014-11-14 16:08,705.0,-122.038128,37.332631
morgan hill,Three Bedroom Two Bathroom Recently Repainted Call us Now,1445.0,3.0,4761811360,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761811360.html,2014-11-14 16:07,1556.0,,
hollister, Hollister -Spacious Studio Available Now! ,895.0,,4761896987,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761896987.html,2014-11-14 16:06,500.0,-121.402528,36.839802
east palo alto,Beautiful Renovated Studio Available,1634.0,,4761903695,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761903695.html,2014-11-14 16:14,385.0,-122.1388,37.4673
palo alto,Gorgeous 3 Beds 2 Baths 2 Car Gar,1560.0,3.0,4761731121,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761731121.html,2014-11-14 16:11,1536.0,,
pacifica,"Remodeled Interior, Spacious Eat-in Kitchen, Beautiful Ocean Views",2367.0,1.0,4761911152,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761911152.html,2014-11-14 16:10,709.0,-122.48585800000001,37.633649
redwood shores,Looking for Comfort and Relaxation Join Us Here at Redwoodshores!,2367.0,1.0,4761861571,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761861571.html,2014-11-14 16:10,551.0,-122.243513,37.537302000000004
south san francisco,Lovely 2 bedroom 1 bath home in SSF,2800.0,2.0,4755221005,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4755221005.html,2014-11-14 16:09,1200.0,-122.429709,37.640454
san mateo,2 bedroom at its lowest rate this year!,3141.0,,4761883737,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761883737.html,2014-11-14 16:07,1029.0,-122.28518500000001,37.544253999999995
foster city,Upgraded One Bedroom One Bath With Washer & Dryer!!,2357.0,1.0,4761905349,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761905349.html,2014-11-14 16:06,635.0,-122.264334,37.554738
mountain view,Beautifully Remodeled Duplex,3500.0,2.0,4761883862,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761883862.html,2014-11-14 16:05,1100.0,-122.06267199999999,37.37984
millbrae,FRIDAY & SATURDAY OPEN HOUSE ~*~*~ 2x2 APARTMENT HOME,2895.0,2.0,4761903813,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761903813.html,2014-11-14 16:05,965.0,,
hayes valley,Large Hayes Valley Studio/Newly Remodeled/Available NOW!,2695.0,,4761920019,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761920019.html,2014-11-14 16:18,,-122.422615,37.778841
alamo square / nopa,One bedroom apartment available for rent,750.0,1.0,4761808524,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761808524.html,2014-11-14 16:17,,-122.4413,37.7712
nob hill,Top floor Nob Hill apt with City Views from every window ~ J.Wavro,6000.0,2.0,4761919765,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761919765.html,2014-11-14 16:17,,-122.41447,37.793223
twin peaks / diamond hts,Private lower furnished studio in home sunny laundry nr Muni+shopping,1475.0,1.0,4761905708,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761905708.html,2014-11-14 16:17,199.0,-122.457851,37.739431
lower pac hts,"**Open House, Large Studio -Saturday, November 15th @ 11am**",2000.0,,4761918767,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761918767.html,2014-11-14 16:17,450.0,-122.44133899999999,37.784960999999996
nob hill,Beautiful 2bdr Nob Hill Apartment,4495.0,2.0,4734707220,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4734707220.html,2014-11-14 16:14,1000.0,-122.412838,37.7906
ingleside / SFSU / CCSF,Single family home w/ patio & yard. Pet OK! ~ J.Wavro,3195.0,3.0,4761913682,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761913682.html,2014-11-14 16:12,,-122.466199,37.71428
lower haight,"Studio / 1 bath w/ hrdwd flrs, rmdls ktchn",2295.0,,4761912798,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761912798.html,2014-11-14 16:12,,-122.42898999999998,37.773247999999995
inner richmond,Most desirable area in Richmond,3195.0,2.0,4751607641,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4751607641.html,2014-11-14 16:11,,-122.468607,37.781413
rohnert pk / cotati,Walking distance to Sonoma State University,1600.0,2.0,4761899676,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761899676.html,2014-11-14 16:19,1150.0,,
larkspur,"Pet-Friendly Apartments Close to Shopping, Dining, & Entertainment!",3105.0,1.0,4761911999,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761911999.html,2014-11-14 16:19,833.0,,
tiburon / belvedere,Spacious 2 Bedroom Townhome Available - 6 Month Lease Option Available,4550.0,2.0,4761873657,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761873657.html,2014-11-14 16:18,1275.0,-122.499192,37.895069
sonoma,"GORGEOUS, Expansive, Beautiful Home With A Guest Cottage And Pool On 9",12500.0,4.0,4725500801,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4725500801.html,2014-11-14 16:17,,-122.531585,38.179757
sonoma,Attractive Single Level Home Near Downtown Sonoma!,2400.0,3.0,4758794380,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4758794380.html,2014-11-14 16:15,,-122.47013700000001,38.300302
SANTA ROSA ,BENNETT VALLEY * TWO BEDROOMS * NICE DUPLEX * ,1695.0,2.0,4744266627,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4744266627.html,2014-11-14 16:14,,-122.684498,38.435573
santa rosa,There's Nothing You Won't Love Check Out Our Available Homes,1725.0,2.0,4761779255,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761779255.html,2014-11-14 16:13,1068.0,-122.760493,38.512083000000004
healdsburg / windsor,Beautiful Furnished 4 BR 3.5 BA Estate Home,7500.0,4.0,4761865705,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761865705.html,2014-11-14 16:13,3000.0,,
dublin / pleasanton / livermore,Expansive Balconies-Fireplace-Vaulted Ceilings-Pristine Amenities,1867.0,1.0,4761911536,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761911536.html,2014-11-14 16:19,731.0,-121.923569,37.69373
concord / pleasant hill / martinez,Remodeled - WC Border 2 bedroom,1750.0,2.0,4761921351,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761921351.html,2014-11-14 16:19,922.0,-122.025908,37.939305
concord / pleasant hill / martinez,2 Bed - Remodeled Concord Apartment - close to bart,1400.0,2.0,4750599921,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4750599921.html,2014-11-14 16:18,850.0,-122.04117600000001,37.97125
fremont / union city / newark,Come meet your new neighbors here at Parkside in Union City,2081.0,2.0,4761879044,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761879044.html,2014-11-14 16:18,850.0,-122.02098400000001,37.590312
berkeley north / hills,Cozy mother in law in Berkeley Hills incl wireless +utilitiesable co,1300.0,1.0,4761906828,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761906828.html,2014-11-14 16:17,350.0,,
dublin / pleasanton / livermore,Check Out this Amazing 2x2 with Expansive Patios - Available NOW!,2677.0,2.0,4761902007,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761902007.html,2014-11-14 16:17,1180.0,-121.923569,37.69373
richmond / point / annex,"*We Have What Your Looking For, Community & Shopping Within Steps*",1380.0,2.0,4761884366,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761884366.html,2014-11-14 16:17,900.0,-122.25730300000001,38.119890000000005
albany / el cerrito,"huge, nice, 2 stories townhouse",2500.0,2.0,4761902612,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761902612.html,2014-11-14 16:17,1040.0,-122.30066299999999,37.883796000000004
sunnyvale,We Make Moving Simple,2295.0,2.0,4725896448,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4725896448.html,2014-11-14 16:06,1100.0,-122.017508,37.357912
sunnyvale,Cats & Dogs Welcome,1895.0,1.0,4745103118,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4745103118.html,2014-11-14 16:06,800.0,-122.01701399999999,37.357776
sunnyvale,Recently Remodeled Apartments Home,2495.0,2.0,4761889653,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761889653.html,2014-11-14 16:05,,-122.028871,37.381040000000006
santa clara,1BR for rent,1500.0,1.0,4761903658,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761903658.html,2014-11-14 16:05,850.0,,
san jose north,Beautful Home in North San Jose!! ,2800.0,3.0,4736151623,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4736151623.html,2014-11-14 16:04,1483.0,-121.84606000000001,37.385241
san jose west,Stunning Single Family Home near Good Samaritan Hospital ,4995.0,5.0,4749554424,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4749554424.html,2014-11-14 16:04,2974.0,-121.940771,37.25495
san jose east,Duet 3/2.5 Town Home Conveniently Located near light rail and 680 free,2200.0,3.0,4736200381,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4736200381.html,2014-11-14 16:04,1300.0,-121.83332,37.361193
san jose west,Such A Great Price For This Spectacular Three Bedroom! Hurry!,3295.0,3.0,4761902295,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761902295.html,2014-11-14 16:04,1334.0,,
san jose south,Newly Landscaped and Updated Single Family Home in San ,2695.0,4.0,4728694828,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4728694828.html,2014-11-14 16:03,1495.0,,
menlo park,Charming Cottage for Rent in Menlo Oaks,3500.0,1.0,4761903488,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761903488.html,2014-11-14 16:04,650.0,-122.168075,37.463938
pacifica,In-Law 1-Bedroom,1400.0,1.0,4753592426,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4753592426.html,2014-11-14 16:02,400.0,,
foster city,"Controlled Access, Luxurious Features, Close to Shopping",2725.0,2.0,4761835802,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761835802.html,2014-11-14 16:01,1020.0,,
redwood city,"Bright, beautiful 2BD/1BA home in Redwood City",2895.0,2.0,4758318144,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4758318144.html,2014-11-14 15:56,,-122.19360900000001,37.478088
mountain view, Recently Remodeled 2x2 Apartmant Home,2495.0,2.0,4761891992,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761891992.html,2014-11-14 15:56,,-122.10399299999999,37.401162
san bruno,HOUSE FOR RENT - 151 El Bonito Way,3900.0,3.0,4761862323,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761862323.html,2014-11-14 15:55,1410.0,-122.403136,37.595092
san mateo,Bright 2 Bedroom Apartment w/Vaulted Ceilings...Simple Online App!,3408.0,2.0,4761891400,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761891400.html,2014-11-14 15:55,1003.0,-122.29178,37.54485
san mateo,Live Here And Enjoy A Great View,3425.0,2.0,4761850765,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761850765.html,2014-11-14 15:50,1220.0,-122.325998,37.560763
SOMA / south beach,The best deal in Mission Bay! ,4438.0,2.0,4761905309,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761905309.html,2014-11-14 16:11,1080.0,-122.396951,37.77243
noe valley,3 Bedroom 2 Bath Modern Home with Panoramic Views ~ J.Wavro,8950.0,3.0,4761910324,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761910324.html,2014-11-14 16:10,,-122.440345,37.755228
sunset / parkside,Move in Ready 2BR/1BA Single Family Home!!,3500.0,2.0,4743515580,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4743515580.html,2014-11-14 16:09,1350.0,-122.489985,37.747688000000004
USF / panhandle,"Loveley 2 Bedroom / 1 Bathroom, Conveniently located near USF",3495.0,2.0,4761896924,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761896924.html,2014-11-14 16:08,,-122.443279,37.776953000000006
SOMA / south beach,Near Hayes Valley - top floor remodeled 2bed/1bath ~ J.Wavro,3795.0,2.0,4761907319,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761907319.html,2014-11-14 16:07,,-122.419882,37.773281
nob hill,Central Nob Hill Location/Hardwood Floors/Available NOW!,3695.0,1.0,4761907341,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761907341.html,2014-11-14 16:07,,-122.41308300000001,37.794678999999995
USF / panhandle, 4 bedroom 2 bath near USF w/ parking ~ J.Wavro,6000.0,4.0,4761904118,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761904118.html,2014-11-14 16:05,,-122.452896,37.780363
lower nob hill,THIS AMAZING 1BR/1BA IS WAITING FOR YOU,2837.0,1.0,4761812201,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761812201.html,2014-11-14 16:05,470.0,,
petaluma,A very short distance to the Wine Country or to the Coast!,1811.0,2.0,4761913982,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761913982.html,2014-11-14 16:13,1028.0,-122.59214399999999,38.239427
napa county,Two Weeks Free Rent! ,1275.0,1.0,4761897428,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761897428.html,2014-11-14 16:11,690.0,-122.30195,38.314724
san rafael,"Mt.Tam View,Walk to the Bay,Hardwood Floors, Dishwasher, Gated parking",1545.0,1.0,4761897847,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761897847.html,2014-11-14 16:10,,-122.497644,37.967191
petaluma,Incredible space. Inviting location. Make your home with us!,2320.0,2.0,4761849033,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761849033.html,2014-11-14 16:02,1111.0,-122.637496,38.233515999999995
rohnert pk / cotati,1-Bedroom/1-Bathroom Apartments Available Now,1429.0,1.0,4761888282,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761888282.html,2014-11-14 16:02,,,
santa rosa,2 Bedroom 2 Bath *Pet Friendly*,1804.0,2.0,4761874239,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761874239.html,2014-11-14 15:57,873.0,-122.72649799999999,38.434112
petaluma,COMFORTABLE 2BR HOMES WITH SONOMA MOUNTAIN VIEWS!,1860.0,2.0,4761860266,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761860266.html,2014-11-14 15:57,833.0,,
sebastopol,big 2 bedroom apartment,1500.0,2.0,4761881482,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761881482.html,2014-11-14 15:57,900.0,-122.786501,38.371014
oakland east,Spectacular Home Available Now -,1330.0,3.0,4761797736,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761797736.html,2014-11-14 16:16,1617.0,,
danville / san ramon,Price Reduced! Brand New! LOCATION!PERFECT 2 BEDROOM HOME!,2600.0,2.0,4761917196,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761917196.html,2014-11-14 16:15,950.0,-121.96256000000001,37.775551
vallejo / benicia,2 BD RM~$1519~ASK FOR FALIZ!!!LOVE WHERE YOU LIVE!!!,1519.0,2.0,4761917207,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761917207.html,2014-11-14 16:15,998.0,-122.2124,38.0985
vallejo / benicia,127 Broadway St***Small 2 bed/1bath home,1100.0,1.0,4761862590,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761862590.html,2014-11-14 16:14,,-122.24869199999999,38.107209999999995
dublin / pleasanton / livermore,Sky-High Value! Two-Story Townhomes with Amenities!->Ready,2679.0,2.0,4761905997,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761905997.html,2014-11-14 16:12,1247.0,-121.923569,37.69373
vallejo / benicia,"Nice Neighborhood Pittsburg Home w/Pool, by BART & Hwy 4",2750.0,4.0,4756911555,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4756911555.html,2014-11-14 16:12,2850.0,-121.964207,38.013746999999995
vallejo / benicia,"Wood Floors, Private deck, Dishwasher, Water/Trash/Gated Parking paid",915.0,1.0,4761898411,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761898411.html,2014-11-14 16:11,,-122.24551699999999,38.129155
oakland rockridge / claremont,"3 bedroom remodeled craftsman, big yard",3400.0,3.0,4761912352,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761912352.html,2014-11-14 16:11,1141.0,,
cupertino,Get $500 off before it's gone on our 2bed/2bath!,2904.0,2.0,4761835337,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761835337.html,2014-11-14 16:03,1147.0,-122.024571,37.333841
,Beautiful Blossom Valley / South San Jose Home!!,2900.0,4.0,4718087277,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4718087277.html,2014-11-14 16:03,1933.0,-121.82178200000001,37.234322999999996
san jose west, Beautiful Duplex in West San Jose!! ,2400.0,3.0,4751222229,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4751222229.html,2014-11-14 16:03,1200.0,-121.97576799999999,37.301569
san jose west," Updated 1 Bedroom, 1 Bath Upstairs Unit Near the Rose Garden! ",1350.0,1.0,4747412465,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4747412465.html,2014-11-14 16:03,650.0,-121.93068999999998,37.326079
cupertino,"*Move in quickly SPECIAL, Cupertino Schools Here.* ",2750.0,2.0,4761871160,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761871160.html,2014-11-14 16:03,960.0,-122.0449,37.318
san jose west, Beautiful Updated Almaden Valley Home!!! ,3350.0,3.0,4717558278,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4717558278.html,2014-11-14 16:03,1750.0,,
san jose downtown,Amazingly Renovated Townhome with Private Garage. Move in Ready!,2988.0,2.0,4746751153,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4746751153.html,2014-11-14 16:03,1301.0,,
mountain view,Sunny Condo near Downtown Mtn. View,2100.0,1.0,4761862158,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761862158.html,2014-11-14 15:46,,-122.072268,37.397369
redwood shores,Sophisticated Waterfront Townhouse ,5400.0,3.0,4755069201,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4755069201.html,2014-11-14 15:46,2100.0,-122.242663,37.537653000000006
burlingame,"Open House Sat & Sun 1-2PM, 2Bd,2Ba+Bonus Room, Westside By Downtown",4280.0,2.0,4751964439,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4751964439.html,2014-11-14 15:42,1750.0,-122.361345,37.580977000000004
Vacaville,"3 bedroom house for rent $1,500.",1500.0,3.0,4761864784,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761864784.html,2014-11-14 15:41,,,
san mateo,Best Time to Lease is Now at Park 20!,2600.0,,4761871728,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761871728.html,2014-11-14 15:40,,-122.2998,37.5395
mountain view,A True Gem with a Great Price and walking distance to downtown!!!,3810.0,3.0,4761844987,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761844987.html,2014-11-14 15:39,1056.0,-122.08821100000002,37.39696
mountain view,"Close to Google, Stanford & NasaAmes",2088.0,1.0,4761855469,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761855469.html,2014-11-14 15:37,,-122.09855300000001,37.395403
belmont,4BR/3BA Belmont Hills Home,4900.0,4.0,4751031576,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4751031576.html,2014-11-14 15:36,2600.0,-122.29686699999999,37.524793
russian hill,Furnished or unfurnished condo with 3 car parking! ~ J.Wavro,9995.0,4.0,4761899823,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761899823.html,2014-11-14 16:02,,-122.420369,37.80572
castro / upper market,Sweeping panoramic views of SF and East Bay! ,3150.0,1.0,4761899527,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761899527.html,2014-11-14 16:01,,-122.44586399999999,37.759484
SOMA / south beach,Luxury furnished 2 story townhome in Mission Bay! ~ J.Wavro,5950.0,2.0,4761896530,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761896530.html,2014-11-14 15:59,,-122.3867,37.7694
mission district, Sunny Mission 2Bed/2Bath Just remodeled. ~ J.Wavro,4480.0,2.0,4761893099,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761893099.html,2014-11-14 15:56,,-122.421704,37.746412
glen park,Ultra modern 3-level furnished home! ~ J.Wavro,11950.0,4.0,4761879708,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761879708.html,2014-11-14 15:55,,-122.428977,37.736388
inner richmond,Rare find! Amazing 2 Bedroom Flat in Inner Richmond,4500.0,2.0,4761868226,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761868226.html,2014-11-14 15:55,2200.0,-122.46603700000001,37.775242999999996
haight ashbury,"2bed/1bath w/ hrdwd flrs, gas stove, shrd lndry",3295.0,2.0,4761890593,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761890593.html,2014-11-14 15:55,,-122.443649,37.770426
ingleside / SFSU / CCSF,"OPEN HOUSE 11/15 Single Family home w/ Master Suite, Bonus room & Yard",3800.0,3.0,4761890146,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761890146.html,2014-11-14 15:54,1771.0,-122.465309,37.715034
sausalito,Sausalito Studio w/ Parking ,1800.0,,4761881441,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761881441.html,2014-11-14 15:57,,-122.480733,37.847829
santa rosa,5240 Old Redrood Hwy,1450.0,2.0,4751027895,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4751027895.html,2014-11-14 15:56,,-122.76156,38.509858
