neighborhood,title,price,bedrooms,pid,sourcepage,link,date,sqft,longitude,latitude
lafayette / orinda / moraga,"Vanguard Apartments - Spacious 2 Bedroom, 2 Bath Apartment Home!",2045.0,2.0,4761847629,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761847629.html,2014-11-14 15:23,1150.0,-122.12663799999999,37.856041999999995
lafayette / orinda / moraga,"Rheem Apartments - Lovely and Spacious Three Bed, Two Bath Apartment",2895.0,3.0,4761846728,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761846728.html,2014-11-14 15:22,,-122.127279,37.853811
concord / pleasant hill / martinez,Lotus Apartments - One Bedroom Apartment Coming Soon,1150.0,1.0,4761821478,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761821478.html,2014-11-14 15:22,670.0,-122.131372,37.993363
hayward / castro valley,Hayward Triplex...Available Now,1500.0,2.0,4761830410,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761830410.html,2014-11-14 15:21,,-122.081274,37.648732
san leandro,Nice San Leandro Apartment...Available Now!,1495.0,2.0,4751015805,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4751015805.html,2014-11-14 15:19,,-122.151476,37.717228999999996
fremont / union city / newark,Brand New Apartment For Rent 1 br,1500.0,1.0,4754040060,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4754040060.html,2014-11-14 15:19,,-122.032,37.5368
dublin / pleasanton / livermore,1388 Great deal 1bd 1 bath APT,1388.0,,4761818750,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761818750.html,2014-11-14 15:19,,-121.730275,37.68073
Martinez,THIS IS A LARGE HOME FOR THE PRICE IN A GREAT AREA,2085.0,3.0,4761683143,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761683143.html,2014-11-14 15:18,,,
willow glen / cambrian,Neighborly & Friendly ~*~*~ 1bedroom Available on November 18th!,2094.0,1.0,4761768591,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761768591.html,2014-11-14 15:17,780.0,,
santa clara,You'll love the atmosphere of this community!,1730.0,1.0,4761830678,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761830678.html,2014-11-14 15:17,676.0,-121.953,37.3492
santa clara,Great quiet location. Come and relax,1525.0,,4752084175,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4752084175.html,2014-11-14 15:16,420.0,-121.99476499999999,37.334428
san jose north,"Huge 1 BR/1 Bath - Close to Major Hwys, shopping & parks",2061.0,1.0,4761824058,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761824058.html,2014-11-14 15:15,836.0,-121.889132,37.386524
san jose north,North San Jose's Hidden Treasure ,1999.0,1.0,4761727441,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761727441.html,2014-11-14 15:14,732.0,,
santa clara,Ready for Move In! Nestled In the Heart of Santa Clara! ,1730.0,1.0,4761832727,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761832727.html,2014-11-14 15:13,676.0,-121.95283400000001,37.349911999999996
san jose downtown,Make Them Go Oh Oh Oh on your Townhome with more Space & Style,2820.0,2.0,4761777997,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761777997.html,2014-11-14 15:12,1204.0,,
millbrae,Lovely Spanish Style 2BR 1 BA Home,3400.0,2.0,4749283109,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4749283109.html,2014-11-14 15:03,,-122.397856,37.594495
Mountain View 94040,Move-In Today! Starting At $2400 in Mountain View,2400.0,,4755255650,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4755255650.html,2014-11-14 15:03,,,
mountain view,"Beautiful 2BR/2BA Apartment in Mountain View, Yours Today!",3500.0,2.0,4761816096,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761816096.html,2014-11-14 15:01,965.0,,
mountain view,"Great location just blocks to downtown! Small building, nicely updated",1950.0,1.0,4761800238,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761800238.html,2014-11-14 15:00,,-122.090193,37.389109000000005
belmont,"Available November! Pet friendly! Nicely updated, in great location",2000.0,1.0,4761775216,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761775216.html,2014-11-14 15:00,,-122.28156399999999,37.523755
redwood city,"Remodeled 3 bedroom, 1.5 bathroom west-side Redwood City apartment",2500.0,3.0,4761813327,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761813327.html,2014-11-14 15:00,,-122.225932,37.459602000000004
foster city,We know how home should feel,2463.0,1.0,4761793261,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761793261.html,2014-11-14 14:59,730.0,-122.271468,37.535658000000005
mountain view,1BR/1BA Apartment with a Complete Kitchen Appliance Package,2445.0,1.0,4761758280,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761758280.html,2014-11-14 14:58,705.0,,
petaluma,Don't wait! These spacious apartment homes are going fast!,2606.0,2.0,4761736247,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761736247.html,2014-11-14 14:20,1263.0,-122.637496,38.233515999999995
napa county,Apply Today Move In Tomorrow!,1699.0,1.0,4761698099,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761698099.html,2014-11-14 14:11,985.0,-122.285424,38.316324
santa rosa,"LUXURY LIVING, RESORT AMENITIES AND DESIGNER APARTMENTS",1620.0,1.0,4761724880,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761724880.html,2014-11-14 14:10,,-122.672825,38.454966999999996
san rafael,Deluxe 1 Bed/1Bath in Terra Linda,1850.0,1.0,4761716536,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761716536.html,2014-11-14 14:10,649.0,-122.546504,38.006561
rohnert pk / cotati,Walking distance to Sonoma State University,1700.0,2.0,4761722858,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761722858.html,2014-11-14 14:06,1150.0,-122.706847,38.344558
napa county,1B/1B Available Now to Move In! Two weeks FREE! ,1275.0,1.0,4761701424,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761701424.html,2014-11-14 14:01,690.0,,
san rafael,Only 2 Bedroom Available! Call Now Before It's To Late! ,2425.0,2.0,4761703678,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761703678.html,2014-11-14 13:58,954.0,-122.5105,37.9691
san rafael,Conveniently Located in the Heart of Central San Rafael!,1765.0,1.0,4736202649,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4736202649.html,2014-11-14 13:57,650.0,-122.52767800000001,37.98745
napa county,Three Bdrm Townhome w/NEW Plank Flooring! AVAIL NOW!,3100.0,3.0,4761714532,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761714532.html,2014-11-14 13:56,1615.0,-122.294124,38.276344
SOMA / south beach,"2BD/2BA Infinity Tower II, Parking, Hardwood,byAMSI DAWN CUSULOS ",5000.0,2.0,4761675589,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761675589.html,2014-11-14 14:30,,-122.3892,37.7864
potrero hill,November Move In's Free With Deposit- New Building,4150.0,2.0,4761678555,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761678555.html,2014-11-14 14:30,874.0,-122.388727,37.762786
SOMA / south beach,OPEN HOUSE Saturday 11/15/14 3pm-5pm,4830.0,,4761760548,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761760548.html,2014-11-14 14:29,,-122.39121399999999,37.77409
pacific heights,Lovely Pacific Heights Unit in Prime Location- Parking Included,3500.0,1.0,4761765820,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761765820.html,2014-11-14 14:29,1050.0,,
noe valley,$1695 ready to move in now ,1695.0,,4761759923,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761759923.html,2014-11-14 14:25,,-122.42648899999999,37.7421
SOMA / south beach,Beautiful 25th Floor Infinity- Luxury Condo - ReLISTO,6795.0,2.0,4761707603,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761707603.html,2014-11-14 14:24,1320.0,,
SOMA / south beach,Unbelievable Price for An Unbelievable One Bed! $500 Deposit Special!,2999.0,1.0,4761596025,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761596025.html,2014-11-14 14:19,,-122.413003,37.77758
hayward / castro valley,Castro Valley Apartment...$500 Move In Bonus...Available Now!,1425.0,2.0,4754988588,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4754988588.html,2014-11-14 15:17,,-122.076374,37.681531
Pleasanton,THIS IS A LARGE HOME FOR THE PRICE IN A GREAT AREA,2630.0,3.0,4761688333,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761688333.html,2014-11-14 15:17,,,
hayward / castro valley,Mobile Home Space Available in Hayward,625.0,,4756497438,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4756497438.html,2014-11-14 15:16,,-122.118275,37.665831
san leandro,San Leandro Apartment...2 Bath...Available Now!,1650.0,2.0,4749026398,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4749026398.html,2014-11-14 15:16,,,
fremont / union city / newark,"Appealing Amenities, Covered Parking, Air Conditioning, Ceiling Fan",2000.0,1.0,4761830918,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761830918.html,2014-11-14 15:16,710.0,-121.975812,37.566054
san leandro,Spacious San Leandro In-Law Unit...Located in the Manor Area,1295.0,1.0,4725003877,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4725003877.html,2014-11-14 15:16,,-122.150176,37.688629999999996
milpitas,Upgraded 3BR/2BA Condo close to school and park,2475.0,3.0,4758697468,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4758697468.html,2014-11-14 15:12,,-121.915742,37.4422
sunnyvale,Wow! Great 2 Bedrm Next To Trader Joes 101 Frwy & Caltrain!View Today!,3850.0,2.0,4761789220,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761789220.html,2014-11-14 15:12,1021.0,-122.034683,37.368445
milpitas,2 bed/1 bath Move-in ASAP $250 OFF FIRST MONTH'S RENT,2395.0,2.0,4761831056,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761831056.html,2014-11-14 15:11,935.0,-121.8899,37.408072
san jose north,great large walk in closets ready to move in today! call now!,3275.0,2.0,4761668735,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761668735.html,2014-11-14 15:11,1282.0,-121.9406,37.4087
san jose south,Charming and cozy 1br/1ba cottage with fresh paint and new carpets,1550.0,1.0,4752445215,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4752445215.html,2014-11-14 15:11,600.0,-121.932566,37.260143
san jose downtown,Charming Studio in Downtown San Jose.A/C.Parking. Close to SAP Center.,1195.0,,4755154156,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4755154156.html,2014-11-14 15:10,400.0,-121.90404099999999,37.337416
santa clara,Nestled In the Heart of Santa Clara! ,1730.0,1.0,4761829049,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761829049.html,2014-11-14 15:10,676.0,-121.95283400000001,37.349911999999996
willow glen / cambrian,1 bed/1 bath Condo for Rent (820 sq ft),2100.0,1.0,4761827604,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761827604.html,2014-11-14 15:09,820.0,,
san jose south,"Temp Furnished lodging, Master Suite Furnished Bedroom, Private",2100.0,1.0,4752201050,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4752201050.html,2014-11-14 15:09,,-121.85923600000001,37.282453000000004
daly city,"AMSI - Large 3-Level 4Bd/3Ba House, Beautifully Updated Great Location",4100.0,4.0,4742913392,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4742913392.html,2014-11-14 14:57,3100.0,-122.478,37.6787
daly city,Fully Furnished 1 Bedroom Commuter Apartment,1500.0,1.0,4761802592,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761802592.html,2014-11-14 14:52,600.0,-122.468655,37.656645000000005
san mateo,This Is A Must See Apartment,3425.0,2.0,4761693087,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761693087.html,2014-11-14 14:52,1170.0,-122.325998,37.560763
belmont,"Downstairs, 1x1 apartment. Available NOW! Prices range $1995-$2095",1995.0,1.0,4761799414,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761799414.html,2014-11-14 14:50,,-122.2927,37.5174
redwood city,"2B Beautiful Community Near Facebook! $1,000 Off Rent-Call for details",3595.0,2.0,4761772937,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761772937.html,2014-11-14 14:49,1090.0,-122.228476,37.480737
belmont,Urban Chic in Beautiful Belmont Hills,1875.0,1.0,4761797459,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761797459.html,2014-11-14 14:49,740.0,-122.302479,37.509937
palo alto,Historic Professorville downtown Craftsman home,4965.0,2.0,4761794523,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761794523.html,2014-11-14 14:47,800.0,-122.15533,37.441675
santa rosa,Beautiful Two Story Townhome SR,1875.0,3.0,4755334208,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4755334208.html,2014-11-14 13:56,1300.0,,
san rafael,Only 2 Bedroom Available! Call Now Before It's To Late! ,2375.0,2.0,4761704466,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761704466.html,2014-11-14 13:55,954.0,-122.5105,37.9691
santa rosa,"Spacious Two Story, 2.5 bath home in Courtside Village",2150.0,3.0,4757310411,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4757310411.html,2014-11-14 13:55,2356.0,-122.7339,38.4089
napa county,"Charming furn. patio Apt., Napa Nov15",1275.0,1.0,4761710441,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761710441.html,2014-11-14 13:54,360.0,,
san rafael,Beautifully Remodeled Home! ,3700.0,3.0,4761697326,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761697326.html,2014-11-14 13:46,,-122.55351999999999,37.997313
santa rosa,Near Downtown Santa Rosa & Railroad Square!,1850.0,2.0,4761685111,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761685111.html,2014-11-14 13:39,,-122.71795,38.431186
rohnert pk / cotati,Amazing Move In special Renovated 1bedroom1bath Up stairs,1399.0,1.0,4761680619,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761680619.html,2014-11-14 13:36,670.0,-122.70849799999999,38.341814
rohnert pk / cotati," Large Remodel, 2bed/1bath, NO SMOKING in Rohnert Park",1475.0,2.0,4722435316,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4722435316.html,2014-11-14 13:32,1000.0,-122.703698,38.336314
SOMA / south beach,37th Floor Corner Two Bedroom With Wrap-Around Terrace!!,7635.0,2.0,4761643438,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761643438.html,2014-11-14 14:18,1192.0,-122.402025,37.786248
pacific heights,Spacious Jr 1 Bedroom,2100.0,1.0,4761746552,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761746552.html,2014-11-14 14:16,,-122.4413,37.7712
SOMA / south beach,Charming Corner Alcove Studio Available In Luxury SOMA Tower!!,3230.0,,4761632486,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761632486.html,2014-11-14 14:16,605.0,-122.402025,37.786248
bernal heights,1 Bd w/ ALL UTILITIES! ~ J.Wavro,2750.0,1.0,4761744365,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761744365.html,2014-11-14 14:15,,-122.420275,37.739985
SOMA / south beach,"Call for Details, Dog Washing Station, Modern Fitness Center",5685.0,2.0,4761729705,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761729705.html,2014-11-14 14:15,963.0,-122.390142,37.77408
downtown / civic / van ness,"Large, Spacious Studio w/ Crown Moldings, Hardwood & Huge Walk-Closet",1895.0,,4758524099,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4758524099.html,2014-11-14 14:14,,-122.41688,37.786255
mission district,Remodeled - Open Saturday 11/15 from 1:00 to 2:00 pm,3700.0,2.0,4748132981,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4748132981.html,2014-11-14 14:11,750.0,-122.41833700000001,37.761453
mission district,Brand New 2bed/2bath apartment...NEVER Lived in ready now!!!,5360.0,2.0,4761712274,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761712274.html,2014-11-14 14:10,990.0,-122.419825,37.766674
concord / pleasant hill / martinez,Estudillo - One Bedrooms across from the Park and School!,1225.0,1.0,4761822876,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761822876.html,2014-11-14 15:15,,-122.134976,38.015121
fairfield / vacaville,Learn to Love This One-Bedroom Home with a Fully Equipped Kitchen!,1182.0,1.0,4761793515,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761793515.html,2014-11-14 15:14,750.0,-122.019819,38.251119
concord / pleasant hill / martinez,Ground level 2 bedroom Condo,1395.0,2.0,4761834758,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761834758.html,2014-11-14 15:14,900.0,-122.04993,37.94704
walnut creek,"STUDIO, 1BR, & 2BR HOMES AVAILABLE WITH STAINLESS STEEL APPLIANCES!",1718.0,,4761660287,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761660287.html,2014-11-14 15:14,497.0,,
concord / pleasant hill / martinez,"Lotus Apartments - Large Two Bed, One Bath Apartment Home Available!",1350.0,2.0,4761821860,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761821860.html,2014-11-14 15:12,890.0,-122.131372,37.993363
dublin / pleasanton / livermore,"S.E. Livermore home, open house 11/14, 15, 16",2250.0,3.0,4719121202,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4719121202.html,2014-11-14 15:12,1100.0,-121.748822,37.677459999999996
Concord,THIS IS A LARGE HOME FOR THE PRICE IN A GREAT AREA,1455.0,3.0,4761674589,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761674589.html,2014-11-14 15:11,,,
pittsburg / antioch,"Now Available, Granite Counters and Tile Floors, Private Storage",1290.0,1.0,4761830697,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761830697.html,2014-11-14 15:11,619.0,-121.872309,38.009633
Antioch,THIS IS A LARGE HOME FOR THE PRICE IN A GREAT AREA,1330.0,4.0,4761672144,http://sfbay.craigslist.org/search/eby/apa,http://sfbay.craigslist.org/eby/apa/4761672144.html,2014-11-14 15:10,,,
mountain view,Park Place South Has a Variety of Apartments to Choose From! Call Now!,3400.0,1.0,4761826902,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761826902.html,2014-11-14 15:09,745.0,-122.0783,37.3893
san jose west,"Elegant, Renovated House",3500.0,3.0,4744749496,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4744749496.html,2014-11-14 15:08,1600.0,-121.936741,37.320073
san jose south,"Month, Vacancies Jan-March Top Furnished 3 Bed 3.5 Bth Condo, Quiet ",5895.0,3.0,4758603083,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4758603083.html,2014-11-14 15:07,1700.0,-121.85932199999999,37.276921
santa clara,Available - New Remodeled 1 Bedroom,1695.0,1.0,4761811394,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761811394.html,2014-11-14 15:05,,-121.94918600000001,37.354944
sunnyvale,"Ideal location, near schools, parks, top tech companies, hwys 85, 280",2195.0,1.0,4761792406,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761792406.html,2014-11-14 15:04,560.0,-122.05331899999999,37.359253
san jose downtown,Only one loft available!!! Hurry in today!,2250.0,2.0,4761675454,http://sfbay.craigslist.org/search/sby/apa,http://sfbay.craigslist.org/sby/apa/4761675454.html,2014-11-14 15:03,620.0,-121.89281100000001,37.348721000000005
foster city,LIVE THE LIFE OF LUXURY ON THE WATER!,3003.0,2.0,4761770055,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761770055.html,2014-11-14 14:46,,-122.26976,37.556615
mountain view,Nestled on a Tree Lined Street,2700.0,2.0,4761777266,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761777266.html,2014-11-14 14:45,1200.0,-122.06267199999999,37.37984
redwood city,LIVE IN HORSE COUNTRY,7250.0,5.0,4725649101,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4725649101.html,2014-11-14 14:43,3800.0,,
redwood city,EXECUTIVE COMTEMPORY HOME IN EMERALD HILLS,6950.0,5.0,4748193460,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4748193460.html,2014-11-14 14:43,3800.0,,
san mateo,Amazing 2 bedroom prices at CitySouth!,3141.0,2.0,4761746985,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761746985.html,2014-11-14 14:40,1029.0,-122.28518500000001,37.544253999999995
belmont,Belmont 2BR w/Large Balcony ,2125.0,2.0,4761777601,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761777601.html,2014-11-14 14:36,,-122.292479,37.509237
palo alto,OPEN HOUSE SATURDAY 11am-1pm...EXTRA LARGE STUDIOS...These Go FAST!,1595.0,,4758411998,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4758411998.html,2014-11-14 14:33,550.0,-122.137378,37.454762
mountain view,3 Bedroom Condo Near Downtown Mountain View,4200.0,3.0,4761749346,http://sfbay.craigslist.org/search/pen/apa,http://sfbay.craigslist.org/pen/apa/4761749346.html,2014-11-14 14:32,1263.0,-122.081873,37.39184
santa rosa,"BRIGHT & GENEROUS ONE BEDROOM WITH A POOL, SPA & GYM",1459.0,1.0,4761645101,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761645101.html,2014-11-14 13:31,,-122.732778,38.466157
santa rosa,Beautiful Large 4 Bedroom House for Rent,3100.0,4.0,4743288177,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4743288177.html,2014-11-14 13:29,2511.0,-122.7547,38.4432
sonoma,Stunning open concept one bedroom ,1250.0,1.0,4761615292,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761615292.html,2014-11-14 13:28,,-122.50993999999999,38.339704
san rafael,"LUSH, PARK-LIKE SETTING IN RESORT ENVIRONMENT-JUST OVER GG BRIDGE",2523.0,2.0,4761665939,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761665939.html,2014-11-14 13:27,,-122.512593,37.920835
tiburon / belvedere,Live LARGE in This Beautiful Top Floor Apartment in The Heart of Marin,4550.0,2.0,4761520211,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761520211.html,2014-11-14 13:23,1080.0,-122.499192,37.895069
sonoma,2 Acres of Beautiful Wine Country!,5950.0,3.0,4750984005,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4750984005.html,2014-11-14 13:21,,-122.5547,38.4168
larkspur,LOVE this fully renovated two bedroom! Great community!,3450.0,2.0,4761537489,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761537489.html,2014-11-14 13:20,,-122.5362,37.9367
novato,Stunning One Bedroom with Spacious Patio!,2300.0,1.0,4761612872,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761612872.html,2014-11-14 13:19,815.0,-122.56529099999999,38.101820000000004
san rafael,3/2 Townhome with Great Location for Great Value!,3256.0,3.0,4761639424,http://sfbay.craigslist.org/search/nby/apa,http://sfbay.craigslist.org/nby/apa/4761639424.html,2014-11-14 13:18,1322.0,-122.532261,38.023616
glen park,Single Family Home 2Bedroom,1700.0,2.0,4761686211,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761686211.html,2014-11-14 14:06,1050.0,-122.451527,37.7338
noe valley,OPEN SUN 2PM-3PM - Modern Sunny & Quiet Noe Valley Apt,3995.0,2.0,4740064412,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4740064412.html,2014-11-14 14:04,,-122.42888300000001,37.743565000000004
SOMA / south beach,Gorgeous 36th Floor Corner Studio Available- Dont Miss Out!,3470.0,,4761633750,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761633750.html,2014-11-14 14:03,605.0,-122.402025,37.786248
SOMA / south beach,Top Floor Spacious Bi-level Loft by SF Flower Market,4500.0,2.0,4757167154,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4757167154.html,2014-11-14 14:02,,-122.40040900000001,37.775261
ingleside / SFSU / CCSF,1Bedroom Townhome - Pet Friendly - Open House SATURDAY 11AM- 4PM,2513.0,1.0,4761675821,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761675821.html,2014-11-14 14:01,697.0,-122.4754,37.7211
SOMA / south beach,"Quiet,peaceful, studio with a Murphy bed, move in ready, apply today!",2198.0,,4761721805,http://sfbay.craigslist.org/search/sfc/apa,http://sfbay.craigslist.org/sfc/apa/4761721805.html,2014-11-14 14:01,233.0,-122.39747,37.776334999999996
