neighborhood,title,price,bedrooms,pid,sourcepage,link,date,sqft,longitude,latitude
washington dc,***1 BEDROOMS*** New Renovation ***FREE UTILITIES*** From $775,775.0,1.0,4761877401,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4761877401.html,2014-11-14 19:58,,,
East Capitol Street Washington DC,Brooks Apartments ** $925 TWO BEDROOM $925 ** Benning Road Metro,925.0,2.0,4761948407,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4761948407.html,2014-11-14 19:57,,,
WATERFRONT,TIBER ISLAND! NICELY RENOVATED 2BR! ALL UTILITIES & CABLE TV INCL! ,2395.0,2.0,4744875588,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4744875588.html,2014-11-14 19:57,1225.0,-77.020394,38.874806
WATERFRONT,SPECTACULAR SOUTHERN EXPOSURE/RIVER VIEWS @ TIBER ISLAND! UTILS INCL!,2195.0,1.0,4727997719,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4727997719.html,2014-11-14 19:57,840.0,-77.019932,38.875699
WATERFRONT,NEWLY RENOVATED 1BR W/ SPECTACULAR RIVER/MONUMENT/SUNSET VIEWS!,1995.0,1.0,4727999505,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4727999505.html,2014-11-14 19:57,,-77.020394,38.874806
WATERFRONT,TIBER ISLAND! NICELY RENOVATED 2BR! ALL UTILITIES & CABLE TV INCL! ,2495.0,2.0,4751542591,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4751542591.html,2014-11-14 19:57,1225.0,-77.020394,38.874806
Beltsville,Room for rent $550 ,550.0,1.0,4761967880,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/mld/apa/4761967880.html,2014-11-14 19:57,,,
Chevy Chase,Three Bedroom Apartment with Upgrades Galore! Special!,2665.0,3.0,4761773724,http://washingtondc.craigslist.org/search/apa?s=400,http://washingtondc.craigslist.org/mld/apa/4761773724.html,2014-11-14 18:00,1700.0,-77.093315,38.962779
4849 Connecticut Ave. NW ,Huge studio with alcove--Utilities included,1655.0,,4761784732,http://washingtondc.craigslist.org/search/apa?s=400,http://washingtondc.craigslist.org/doc/apa/4761784732.html,2014-11-14 18:00,650.0,-77.068467,38.952690000000004
"Greenbelt, MD",Open House 11/15/14. Come and Apply and Get Dec. Rent Free ,1139.0,1.0,4761782435,http://washingtondc.craigslist.org/search/apa?s=400,http://washingtondc.craigslist.org/mld/apa/4761782435.html,2014-11-14 17:59,668.0,-76.884,38.9996
"7509 Mandan Road, Suite 104 ",Great 3 Br Specials! Apply Today!,1936.0,3.0,4761680954,http://washingtondc.craigslist.org/search/apa?s=400,http://washingtondc.craigslist.org/mld/apa/4761680954.html,2014-11-14 17:59,,-76.864349,38.991741
Washington DC,************** $775 AIR CONDITIONED ONE BEDROOM $775 **************,775.0,1.0,4761794365,http://washingtondc.craigslist.org/search/apa?s=300,http://washingtondc.craigslist.org/doc/apa/4761794365.html,2014-11-14 18:15,,,
The Louis - 14th & U St NW,FREE RENT 'Til FEB 2015! Only 2 Studios left!,2200.0,,4761835653,http://washingtondc.craigslist.org/search/apa?s=300,http://washingtondc.craigslist.org/doc/apa/4761835653.html,2014-11-14 18:15,474.0,-77.032302,38.916331
Near Red Line Metro Station, 15th Floor One Bedroom Available in Luxury ,1670.0,1.0,4761817917,http://washingtondc.craigslist.org/search/apa?s=300,http://washingtondc.craigslist.org/mld/apa/4761817917.html,2014-11-14 18:14,727.0,,
"704 Waveland Ave, Capitol Heights MD","Just Reduced! Beautiful 3br/2.5ba, 3 level TH w/ 2 car garage ",2350.0,3.0,4757771946,http://washingtondc.craigslist.org/search/apa?s=300,http://washingtondc.craigslist.org/mld/apa/4757771946.html,2014-11-14 18:14,2000.0,-76.8925,38.8897
Old Town,1.5 Months FREE!! a 1 Bedroom YOU NEED to SEE!,1575.0,1.0,4761823443,http://washingtondc.craigslist.org/search/apa?s=300,http://washingtondc.craigslist.org/nva/apa/4761823443.html,2014-11-14 18:14,747.0,-77.05050899999999,38.815853999999995
2975 Hunters Branch Road ,"Deals, and Specials, and Prizes! Oh, my!!!!!!",1740.0,1.0,4761763341,http://washingtondc.craigslist.org/search/apa?s=300,http://washingtondc.craigslist.org/nva/apa/4761763341.html,2014-11-14 18:14,862.0,-77.265472,38.873394
Tysons Corner,"All New 2br, Completely Updated, Open Me!",1220.0,1.0,4761771116,http://washingtondc.craigslist.org/search/apa?s=300,http://washingtondc.craigslist.org/nva/apa/4761771116.html,2014-11-14 18:14,,-77.2337,38.7757
21st & O,Dupont Circle English Basement 1 BR Apartment,1550.0,1.0,4761834775,http://washingtondc.craigslist.org/search/apa?s=300,http://washingtondc.craigslist.org/doc/apa/4761834775.html,2014-11-14 18:14,650.0,-77.046637,38.908568
silver spring,- Longmead Crossing ,2000.0,3.0,4740660666,http://washingtondc.craigslist.org/search/apa?s=200,http://washingtondc.craigslist.org/mld/apa/4740660666.html,2014-11-14 18:36,,,
,Unit 132-302 Available to Move Into Today!,1333.0,2.0,4761788650,http://washingtondc.craigslist.org/search/apa?s=200,http://washingtondc.craigslist.org/nva/apa/4761788650.html,2014-11-14 18:35,1069.0,-77.58587299999999,39.10443
Penn Quarter Gallery Place/Metro Center,"1 Bedroom 1 Bath, Corner Apartment, Large Kitchen",2388.0,1.0,4761864622,http://washingtondc.craigslist.org/search/apa?s=200,http://washingtondc.craigslist.org/doc/apa/4761864622.html,2014-11-14 18:35,667.0,-77.02296199999999,38.894796
Dumfries Woodbridge Quantico Ft Belvoir,Virginia Commons Affordable Luxury 2BR2BA Balcony/Patio ,1250.0,2.0,4730336202,http://washingtondc.craigslist.org/search/apa?s=200,http://washingtondc.craigslist.org/nva/apa/4730336202.html,2014-11-14 18:35,,-77.311832,38.584564
"Arlington, VA",Bright Apartment with Large Balcony,2285.0,2.0,4761849195,http://washingtondc.craigslist.org/search/apa?s=200,http://washingtondc.craigslist.org/nva/apa/4761849195.html,2014-11-14 18:33,1226.0,-77.048941,38.857685
Arlington,A beautiful apartment in convenient Crystal City.,1665.0,1.0,4761860949,http://washingtondc.craigslist.org/search/apa?s=200,http://washingtondc.craigslist.org/nva/apa/4761860949.html,2014-11-14 18:32,705.0,-77.049201,38.860162
Washington,Huge & Newly Remodeled 2 Bed / 2 Bath With Den! Available Now! ,4410.0,2.0,4761839912,http://washingtondc.craigslist.org/search/apa?s=200,http://washingtondc.craigslist.org/doc/apa/4761839912.html,2014-11-14 18:32,1287.0,,
ne dc,1 Month FREE* Brand New*1bed+den*Unique Luxury Apartment*,2625.0,1.0,4761843881,http://washingtondc.craigslist.org/search/apa?s=200,http://washingtondc.craigslist.org/doc/apa/4761843881.html,2014-11-14 18:32,821.0,-77.003437,38.908742
"Columbia, MD - Harper's Choice",HOLIDAY SAVINGS 1 MONTH FREE ON 2 BDRS. WASHER & DRYER IN APT.,1479.0,2.0,4761876427,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/mld/apa/4761876427.html,2014-11-14 19:04,1056.0,-76.889301,39.221586
Bethesda,Beautiful 2 Bedroom One Bath located near Waldorf School!,1895.0,2.0,4761888144,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/mld/apa/4761888144.html,2014-11-14 19:04,770.0,-77.117692,38.947533
4437 Windom Pl NW Washington DC 20016,House for Rent in AU Park- 4437 Windom Place NW DC 20016,3300.0,3.0,4749652637,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/doc/apa/4749652637.html,2014-11-14 19:03,2000.0,-77.087049,38.945536
N. Bethesda/White Flint Metro/Red Line,Glorious AMENITIES! Walk to Metro! 2Br2Ba! W&D in Unit! Garage Park! ,2012.0,2.0,4761883455,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/mld/apa/4761883455.html,2014-11-14 19:03,1185.0,,
White Flint Metro/N. Bethesda/Red Line,"2 Blocks to Metro-STUDIO-Endless Amenities, Garage Park, Pets OK, W/D",1465.0,,4761887921,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/mld/apa/4761887921.html,2014-11-14 19:02,563.0,,
Winchester,Comfortable & Secure Two Bedroom Unit ,1065.0,1.0,4761876865,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/nva/apa/4761876865.html,2014-11-14 19:01,,-77.2649,38.928
College Park,2 Miles From The University of Maryland,1469.0,2.0,4761874853,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/mld/apa/4761874853.html,2014-11-14 19:01,1254.0,-76.902198,38.991762
ROCKVILLE,"ROCKVILLE, MD/N. BETHESDA",1500.0,1.0,4761897851,http://washingtondc.craigslist.org/search/apa?s=100,http://washingtondc.craigslist.org/mld/apa/4761897851.html,2014-11-14 19:00,,-77.114582,39.050435
gaithersburg,AVAILABLE TO MOVE IN TODAY! SAVE $50 PER MONTH!,1240.0,1.0,4761877028,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/mld/apa/4761877028.html,2014-11-14 19:56,791.0,-77.192066,39.149632000000004
Rhode Island Metro,Old World Charm with New Age Style. Available January 2015,925.0,1.0,4761956264,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4761956264.html,2014-11-14 19:56,,,
Arlington,Walk to Ballston Metro,2200.0,2.0,4761966267,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/nva/apa/4761966267.html,2014-11-14 19:55,,-77.11499,38.882381
1816 New Hampshire Ave. NW,Stylish and Fully Furnished 1 BR 1BTH in the Heart of D.C.,2200.0,1.0,4761808741,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4761808741.html,2014-11-14 19:54,520.0,-77.0375,38.9202
alexandria va,TownHouse Style Condo 1.5 Bath & Large Deck Rent To Own,1645.0,2.0,4736393257,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/nva/apa/4736393257.html,2014-11-14 19:54,,-77.1073,38.7192
ne dc,Next to the Redline! Urban Living* No app fee this month!,2154.0,2.0,4761963363,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4761963363.html,2014-11-14 19:53,996.0,-76.986845,38.92366
washington dc,***2 BEDROOMS*** New Renovation ***FREE UTILITIES*** From $875,875.0,2.0,4761877733,http://washingtondc.craigslist.org/search/apa,http://washingtondc.craigslist.org/doc/apa/4761877733.html,2014-11-14 19:53,,,
,INCREDIBLE 3 BEDROOM APARTMENT AND LOCATION!,1650.0,3.0,4761802056,http://washingtondc.craigslist.org/search/apa?s=400,http://washingtondc.craigslist.org/mld/apa/4761802056.html,2014-11-14 17:59,1226.0,-77.1872,39.1757
"Falls Church, Pimmit Hills"," Tysons Corner, Rt. 7, Rt 123, 495, West Falls Ch & New Silver Line",1795.0,3.0,4761812299,http://washingtondc.craigslist.org/search/apa?s=400,http://washingtondc.craigslist.org/nva/apa/4761812299.html,2014-11-14 17:59,,-77.1895,38.8994
Washington DC,"North East * $825 ONE BEDROOM * I-95, I-295, R-50 Metro Access ",825.0,1.0,4761795653,http://washingtondc.craigslist.org/search/apa?s=400,http://washingtondc.craigslist.org/doc/apa/4761795653.html,2014-11-14 17:59,,,
